rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Ankrd33b,1.65E-07,-0.332042023,0.146,0.324,0.005313756,-1.258793839,,,
Tomm20,5.62E-14,-0.332686159,0.039,0.198,1.81E-09,-1.259355993,,,
Map3k5,4.39E-08,-0.332891617,0.168,0.363,0.001417413,-1.259535354,,,
Svopl,1.59E-23,-0.333396358,0,0.132,5.13E-19,-1.259976091,,,
Sfxn1,1.69E-15,-0.334216006,0.012,0.137,5.44E-11,-1.260692134,,,
Chchd3,2.88E-07,-0.334767855,0.375,0.604,0.009303822,-1.261174456,,,
Ahcyl1,7.45E-07,-0.335213784,0.196,0.374,0.024024232,-1.261564338,,,
Gm32569,1.77E-18,-0.336334613,0.001,0.11,5.71E-14,-1.262544828,,,
Gm45792,2.11E-25,-0.336945232,0,0.143,6.81E-21,-1.263079312,,,
5031425E22Rik,1.40E-06,-0.339462096,0.298,0.522,0.045311726,-1.265284749,,,
Pax2,9.09E-09,-0.33958357,0.065,0.203,0.000293206,-1.26539129,,,
Kynu,2.76E-27,-0.340058002,0,0.154,8.89E-23,-1.265807484,,,
Grip1,7.92E-09,-0.340914123,0.024,0.121,0.000255679,-1.266558859,,,
Plod2,1.23E-06,-0.341019728,0.199,0.396,0.039606992,-1.266651574,,,
Rnf128,1.37E-09,-0.341619545,0.041,0.165,4.43E-05,-1.267178309,,,
Atp5a1,4.93E-07,-0.346333282,0.039,0.137,0.015903047,-1.271325349,,,
Tshz1,1.52E-06,-0.349119081,0.127,0.28,0.049050977,-1.27378261,,,
Phyh,5.51E-15,-0.349668724,0.065,0.269,1.78E-10,-1.274267992,,,
Abhd17c,4.67E-26,-0.350144809,0.001,0.154,1.51E-21,-1.274688567,,,
Rab11fip3,1.55E-28,-0.350408212,0.012,0.22,5.00E-24,-1.274921316,,,
Clmn,3.99E-30,-0.350787759,0,0.17,1.29E-25,-1.275256769,,,
Mtfmt,1.33E-11,-0.352793066,0.018,0.126,4.29E-07,-1.277030574,,,
Fam214a,3.02E-11,-0.354813318,0.076,0.253,9.75E-07,-1.278820094,,,
Shank2,2.20E-15,-0.355967167,0.007,0.115,7.11E-11,-1.279843287,,,
Gm36975,3.34E-11,-0.35767817,0.037,0.17,1.08E-06,-1.281362052,,,
Slc33a1,1.39E-07,-0.357762057,0.078,0.214,0.004484653,-1.28143656,,,
Akr1c21,1.77E-10,-0.359606612,0.084,0.258,5.72E-06,-1.283075986,,,
Agfg1,2.25E-07,-0.360072795,0.237,0.462,0.007268561,-1.283490658,,,
Snx25,5.88E-07,-0.361850062,0.118,0.275,0.018978864,-1.285072774,,,
Slc5a8,1.59E-23,-0.364453372,0,0.132,5.13E-19,-1.287393752,,,
Acot12,7.36E-19,-0.365049996,0,0.104,2.37E-14,-1.287926261,,,
Cdh1,2.89E-16,-0.36556296,0.011,0.137,9.33E-12,-1.288384277,,,
Tnfaip8,4.95E-09,-0.36583198,0.049,0.176,0.000159573,-1.288624545,,,
Rbm3,6.48E-10,-0.367685621,0.03,0.143,2.09E-05,-1.290281294,,,
Pde7a,9.13E-07,-0.368896073,0.124,0.275,0.029471248,-1.291364322,,,
Ccdc6,6.99E-08,-0.369429473,0.119,0.291,0.002255053,-1.291841859,,,
Papss2,1.62E-19,-0.371085862,0.016,0.176,5.23E-15,-1.293325902,,,
Kng2,1.01E-08,-0.372656879,0.06,0.192,0.000324306,-1.294735031,,,
Utp20,3.79E-15,-0.372683566,0.022,0.165,1.22E-10,-1.294758981,,,
Ikzf2,6.43E-08,-0.373665282,0.043,0.154,0.002074114,-1.29564033,,,
Igsf5,3.13E-28,-0.373809657,0,0.159,1.01E-23,-1.295769996,,,
Hnf4g,5.55E-33,-0.374720639,0,0.187,1.79E-28,-1.296588461,,,
Carmil1,1.01E-12,-0.37551637,0.06,0.236,3.27E-08,-1.297303803,,,
R3hdm1,8.16E-07,-0.375575737,0.375,0.626,0.02633769,-1.297357188,,,
Scpep1,8.69E-21,-0.375612513,0.004,0.137,2.80E-16,-1.29739026,,,
Larp1b,2.46E-08,-0.37651523,0.099,0.258,0.000793043,-1.298202311,,,
Tpk1,6.12E-08,-0.378063214,0.242,0.467,0.001975544,-1.299596005,,,
Epb41,1.21E-08,-0.379154971,0.292,0.544,0.00039189,-1.300579844,,,
Nrg1,2.42E-26,-0.379669749,0,0.148,7.80E-22,-1.301043996,,,
Cubn,2.76E-27,-0.379773695,0,0.154,8.89E-23,-1.30113774,,,
Hs6st1,9.25E-08,-0.381481385,0.066,0.192,0.002984675,-1.302678783,,,
Herc3,3.34E-07,-0.381647096,0.115,0.269,0.01076307,-1.30282842,,,
Bcl6,6.94E-12,-0.381679788,0.045,0.192,2.24E-07,-1.302857943,,,
Glul,4.99E-32,-0.381690091,0,0.181,1.61E-27,-1.302867247,,,
Fhl1,9.59E-39,-0.382092146,0,0.22,3.09E-34,-1.303230385,,,
Ugt8a,1.37E-22,-0.382386901,0,0.126,4.43E-18,-1.303496674,,,
Gulp1,1.84E-07,-0.383131632,0.045,0.154,0.005936114,-1.304169723,,,
Slc25a17,3.43E-16,-0.384042339,0.028,0.187,1.11E-11,-1.304993245,,,
Cyp1b1,8.59E-07,-0.38419725,0.081,0.214,0.027700724,-1.305133377,,,
Tmem106b,4.15E-11,-0.384315661,0.083,0.258,1.34E-06,-1.305240502,,,
Nedd4l,6.72E-09,-0.384923018,0.327,0.588,0.000216712,-1.305790108,,,
Hibadh,5.60E-07,-0.386192076,0.286,0.5,0.018064105,-1.306939244,,,
Nckap5,1.06E-09,-0.386448781,0.049,0.181,3.41E-05,-1.307171814,,,
Gm19951,5.91E-07,-0.387091399,0.407,0.665,0.01906543,-1.307754196,,,
Ddhd1,5.52E-08,-0.387449914,0.108,0.269,0.00177982,-1.308079218,,,
Ppm1k,2.37E-09,-0.389630553,0.027,0.132,7.66E-05,-1.310057879,,,
Nr1h4,2.42E-26,-0.390851801,0,0.148,7.80E-22,-1.31116732,,,
Akap1,5.21E-17,-0.392701992,0.02,0.17,1.68E-12,-1.312849911,,,
Banp,1.18E-06,-0.392761213,0.176,0.352,0.03816866,-1.312903803,,,
Tmem189,2.95E-14,-0.393151388,0.019,0.148,9.51E-10,-1.313258924,,,
Entpd5,6.94E-29,-0.396246632,0.001,0.17,2.24E-24,-1.316079492,,,
Hsph1,4.34E-11,-0.397166616,0.083,0.258,1.40E-06,-1.316919003,,,
Sema5a,3.55E-10,-0.397541015,0.058,0.203,1.15E-05,-1.317260806,,,
Sim1,2.21E-11,-0.398140425,0.061,0.225,7.14E-07,-1.317808215,,,
Frmpd4,3.13E-28,-0.399811099,0,0.159,1.01E-23,-1.319335151,,,
Acss2,1.13E-12,-0.403942178,0.014,0.121,3.64E-08,-1.323118409,,,
Sema3c,1.29E-15,-0.405736027,0.022,0.165,4.17E-11,-1.3247646,,,
Abat,1.36E-12,-0.405848837,0.028,0.159,4.40E-08,-1.324868193,,,
Usp2,1.79E-18,-0.409026362,0.012,0.154,5.76E-14,-1.32778942,,,
Adap2,1.93E-07,-0.410823749,0.038,0.137,0.006237157,-1.329444682,,,
Cadm1,3.52E-08,-0.410969983,0.096,0.247,0.001134598,-1.329579445,,,
Nme7,8.65E-11,-0.412505854,0.135,0.341,2.79E-06,-1.330995648,,,
Tec,1.25E-11,-0.415734052,0.028,0.154,4.04E-07,-1.33397724,,,
Npnt,1.77E-10,-0.415910921,0.03,0.148,5.71E-06,-1.334140791,,,
Fam129a,2.58E-09,-0.41889496,0.083,0.242,8.34E-05,-1.336903154,,,
Pcx,1.54E-35,-0.420425053,0.001,0.209,4.95E-31,-1.338321799,,,
Pdzrn3,2.76E-27,-0.422229618,0,0.154,8.89E-23,-1.339996859,,,
Sult1d1,2.04E-08,-0.422240561,0.217,0.429,0.000657687,-1.340007022,,,
Prkaa2,6.74E-21,-0.424676223,0.02,0.198,2.17E-16,-1.342271229,,,
Gm35188,1.15E-13,-0.426440954,0.034,0.181,3.71E-09,-1.343914124,,,
Pgap1,8.56E-11,-0.427826494,0.041,0.176,2.76E-06,-1.345205417,,,
Stxbp6,2.50E-11,-0.427939811,0.055,0.209,8.05E-07,-1.345311081,,,
Vwa8,7.47E-08,-0.428067694,0.39,0.615,0.002411572,-1.345430337,,,
Pid1,8.68E-07,-0.429764659,0.095,0.231,0.027990679,-1.347013826,,,
Ppp1r9a,2.91E-08,-0.430337522,0.039,0.148,0.000937563,-1.347548802,,,
Galnt18,2.51E-08,-0.431889008,0.162,0.357,0.000810693,-1.348998747,,,
Dnmbp,6.00E-09,-0.432653386,0.181,0.401,0.000193669,-1.349713671,,,
Prkn,4.44E-09,-0.434496899,0.415,0.67,0.000143117,-1.351439473,,,
Greb1l,1.47E-16,-0.435817646,0.011,0.137,4.74E-12,-1.352677244,,,
Nabp1,3.28E-14,-0.438390601,0.012,0.126,1.06E-09,-1.35509181,,,
Gm16685,2.11E-25,-0.438867975,0,0.143,6.81E-21,-1.355540272,,,
Znrf3,6.40E-08,-0.439193332,0.114,0.275,0.002064751,-1.355846008,,,
Rdx,2.12E-08,-0.44121155,0.422,0.714,0.000683977,-1.357744059,,,
Slc25a13,2.65E-28,-0.441866213,0.005,0.187,8.55E-24,-1.358360312,,,
Cspp1,5.99E-08,-0.442431735,0.295,0.527,0.001931354,-1.35889288,,,
Nfia,1.10E-06,-0.443239185,0.618,0.797,0.035551877,-1.359653641,,,
Ppm1h,9.26E-07,-0.44339472,0.31,0.527,0.029884989,-1.359800231,,,
Abcd3,3.07E-22,-0.443430988,0.08,0.363,9.92E-18,-1.359834415,,,
Slc16a9,1.37E-22,-0.443869678,0,0.126,4.43E-18,-1.360247973,,,
Fhod3,1.00E-13,-0.444070587,0.038,0.192,3.23E-09,-1.360437413,,,
Kifc3,2.29E-09,-0.444268537,0.072,0.22,7.37E-05,-1.36062409,,,
Cacnb2,1.13E-14,-0.444838689,0.016,0.143,3.65E-10,-1.361161914,,,
Phyhipl,7.70E-28,-0.445338534,0.001,0.165,2.48E-23,-1.361633591,,,
Kif21a,9.05E-21,-0.445557493,0.018,0.187,2.92E-16,-1.361840263,,,
Itgb6,5.16E-27,-0.445890143,0.009,0.198,1.66E-22,-1.362154307,,,
Arsb,5.98E-07,-0.446190406,0.092,0.22,0.019298152,-1.362437837,,,
Cyb5b,3.78E-07,-0.446541206,0.327,0.566,0.012181819,-1.362769162,,,
Tinag,4.47E-31,-0.449522428,0,0.176,1.44E-26,-1.365588134,,,
Enpp2,6.78E-35,-0.449548756,0,0.198,2.19E-30,-1.365613056,,,
AW549877,9.63E-15,-0.450635632,0.046,0.22,3.11E-10,-1.366642248,,,
Veph1,7.72E-22,-0.457479835,0.004,0.143,2.49E-17,-1.373141057,,,
Tln2,3.09E-10,-0.458192323,0.145,0.346,9.97E-06,-1.373819362,,,
Mpv17l,2.12E-25,-0.459425936,0.023,0.236,6.85E-21,-1.374994584,,,
Sgms2,1.22E-29,-0.459441189,0.009,0.214,3.93E-25,-1.375009122,,,
Cpeb2,8.74E-11,-0.459867168,0.142,0.357,2.82E-06,-1.375415175,,,
Atp6v0a4,1.84E-24,-0.461911584,0,0.137,5.92E-20,-1.377365632,,,
Sorbs2,1.81E-13,-0.462208211,0.051,0.225,5.85E-09,-1.377648855,,,
Gm47283,1.73E-16,-0.462340289,0.081,0.313,5.57E-12,-1.377774984,,,
0610040J01Rik,2.11E-25,-0.463880425,0,0.143,6.81E-21,-1.3792466,,,
Manba,3.57E-09,-0.465247836,0.057,0.192,0.000115204,-1.380554494,,,
Hspa8,5.00E-07,-0.469293157,0.118,0.269,0.016146272,-1.384431005,,,
Cpeb4,6.99E-07,-0.470625878,0.348,0.56,0.022544744,-1.385710494,,,
Nudt4,4.59E-19,-0.472687134,0.06,0.291,1.48E-14,-1.387691748,,,
Slc16a12,6.53E-09,-0.473781131,0.133,0.313,0.000210618,-1.388744436,,,
Ror1,3.54E-29,-0.476337162,0,0.165,1.14E-24,-1.391207063,,,
Dapk1,6.81E-20,-0.476542933,0.007,0.143,2.20E-15,-1.391405504,,,
Arhgap5,4.96E-10,-0.477596867,0.369,0.643,1.60E-05,-1.392422341,,,
Crot,7.82E-18,-0.477636394,0.031,0.209,2.52E-13,-1.392460492,,,
Tacc2,9.86E-16,-0.47816786,0.081,0.302,3.18E-11,-1.392973546,,,
Cyp4b1,4.50E-11,-0.478719242,0.077,0.253,1.45E-06,-1.393506027,,,
Gns,4.35E-14,-0.478736359,0.051,0.231,1.40E-09,-1.39352256,,,
Ezr,1.37E-16,-0.481697316,0.031,0.198,4.42E-12,-1.396385534,,,
Efna5,7.08E-14,-0.482968256,0.045,0.209,2.28E-09,-1.397616219,,,
Paqr5,1.43E-17,-0.483144808,0.014,0.154,4.63E-13,-1.397787265,,,
Angpt1,1.15E-10,-0.486078641,0.062,0.214,3.73E-06,-1.400632667,,,
Slc22a5,7.86E-25,-0.486110907,0.028,0.247,2.54E-20,-1.400663993,,,
Pah,4.47E-31,-0.486444097,0,0.176,1.44E-26,-1.400987512,,,
Tfcp2l1,2.88E-28,-0.487411267,0.004,0.181,9.30E-24,-1.401927038,,,
Jarid2,1.37E-14,-0.487778024,0.258,0.593,4.43E-10,-1.402283476,,,
Abca1,5.17E-07,-0.487888624,0.204,0.407,0.016681689,-1.402390982,,,
Marcks,1.90E-07,-0.488579689,0.137,0.308,0.006117467,-1.403062902,,,
Gcnt1,1.07E-14,-0.489846672,0.032,0.187,3.45E-10,-1.404295621,,,
Klhl3,1.92E-14,-0.490235089,0.049,0.225,6.19E-10,-1.404673751,,,
Plekha7,4.99E-32,-0.492416912,0,0.181,1.61E-27,-1.40679968,,,
Slc27a2,1.18E-21,-0.492500295,0,0.121,3.81E-17,-1.406880991,,,
Psmc6,9.19E-08,-0.493863581,0.166,0.352,0.002966245,-1.408211062,,,
Evi5,1.80E-11,-0.495012955,0.246,0.505,5.82E-07,-1.409333411,,,
Ccser1,1.65E-07,-0.498155301,0.323,0.533,0.005318426,-1.412406437,,,
Fmn1,4.47E-31,-0.498265354,0.008,0.214,1.44E-26,-1.412514183,,,
Pik3c2g,2.76E-27,-0.500231998,0,0.154,8.89E-23,-1.414440998,,,
Atp11a,3.13E-28,-0.502459125,0,0.159,1.01E-23,-1.416626195,,,
Gpc4,6.15E-34,-0.503500894,0,0.192,1.98E-29,-1.41764951,,,
Pbld1,6.15E-34,-0.504537414,0,0.192,1.98E-29,-1.418668401,,,
Prkca,3.88E-11,-0.506135122,0.087,0.269,1.25E-06,-1.420240371,,,
Pde4dip,1.52E-17,-0.507629525,0.046,0.242,4.91E-13,-1.421712277,,,
Wdr72,5.71E-22,-0.507976383,0.012,0.176,1.84E-17,-1.422054132,,,
Slc15a2,5.88E-13,-0.508022736,0.092,0.302,1.90E-08,-1.422099822,,,
Fmo1,1.42E-21,-0.508283863,0.007,0.154,4.59E-17,-1.422357245,,,
Alcam,8.65E-09,-0.508339567,0.093,0.253,0.000278947,-1.422412164,,,
Cacnb4,2.11E-25,-0.512497655,0,0.143,6.81E-21,-1.426517707,,,
Abcc5,3.43E-07,-0.512959652,0.183,0.363,0.011063782,-1.426974597,,,
Ppargc1a,1.22E-32,-0.515102815,0.024,0.286,3.93E-28,-1.429095982,,,
Aco2,1.60E-15,-0.517821866,0.087,0.308,5.17E-11,-1.431791942,,,
Cfh,3.79E-07,-0.52082391,0.095,0.231,0.012242675,-1.434774401,,,
Gria3,1.27E-10,-0.521042855,0.038,0.165,4.11E-06,-1.43499216,,,
Pde3b,1.11E-07,-0.522311207,0.095,0.236,0.003576743,-1.436254295,,,
Ccdc141,2.47E-28,-0.52246809,0.023,0.253,7.96E-24,-1.436410486,,,
Srsf2,6.66E-25,-0.523175427,0.027,0.247,2.15E-20,-1.437114914,,,
Tef,1.64E-16,-0.523896201,0.088,0.324,5.30E-12,-1.43783308,,,
Rab3ip,9.58E-08,-0.5283446,0.087,0.225,0.00309069,-1.44227333,,,
Hykk,4.47E-31,-0.528677026,0,0.176,1.44E-26,-1.442605696,,,
Mtor,1.27E-14,-0.533461433,0.078,0.286,4.11E-10,-1.447397749,,,
Fam13a,5.23E-11,-0.537188475,0.028,0.148,1.69E-06,-1.451141774,,,
Myo5b,1.59E-23,-0.538464012,0,0.132,5.13E-19,-1.452425346,,,
Mndal,8.05E-10,-0.543744634,0.256,0.516,2.60E-05,-1.457751325,,,
Tia1,9.42E-10,-0.54444488,0.221,0.467,3.04E-05,-1.458459051,,,
Cpt1a,1.13E-18,-0.548249789,0.074,0.313,3.65E-14,-1.462310612,,,
Glis1,6.97E-10,-0.548657198,0.057,0.198,2.25E-05,-1.462723618,,,
Ugt3a2,1.11E-40,-0.549323149,0,0.231,3.58E-36,-1.46339897,,,
Hmgcs1,4.47E-16,-0.552130916,0.06,0.258,1.44E-11,-1.466249804,,,
Mbnl1,3.58E-07,-0.553199384,0.628,0.846,0.011554023,-1.467336119,,,
Dnaja1,2.63E-14,-0.553392922,0.225,0.533,8.48E-10,-1.467532977,,,
Col4a5,4.82E-07,-0.559648268,0.157,0.324,0.01554985,-1.473909831,,,
Kansl1l,4.78E-08,-0.560566667,0.433,0.67,0.001542286,-1.474848399,,,
Pank1,4.20E-32,-0.56117849,0.024,0.28,1.36E-27,-1.475473991,,,
Cers6,7.70E-31,-0.564768179,0.008,0.214,2.48E-26,-1.479149811,,,
Oxct1,1.82E-07,-0.565134523,0.261,0.456,0.005869497,-1.47952546,,,
Cyp7b1,2.55E-18,-0.566185473,0.037,0.231,8.22E-14,-1.480603632,,,
Osbpl3,6.78E-35,-0.567769746,0,0.198,2.19E-30,-1.482230427,,,
Met,3.84E-11,-0.568651927,0.051,0.198,1.24E-06,-1.48313706,,,
Atp6v0b,4.75E-13,-0.568652382,0.139,0.363,1.53E-08,-1.483137528,,,
Gldc,2.76E-27,-0.569400044,0,0.154,8.89E-23,-1.483906348,,,
Pax8,7.44E-36,-0.569899767,0,0.203,2.40E-31,-1.484420436,,,
Galnt11,2.61E-21,-0.572520027,0.037,0.247,8.41E-17,-1.487118928,,,
Dcun1d1,1.21E-12,-0.573121915,0.108,0.324,3.92E-08,-1.487739478,,,
Ppm1l,1.15E-07,-0.573224238,0.154,0.335,0.003706115,-1.487845,,,
Frmd4b,2.51E-09,-0.587267032,0.533,0.764,8.09E-05,-1.502397983,,,
